MDVP:Fo(Hz),MDVP:Fhi(Hz),MDVP:Flo(Hz),MDVP:Jitter(%),MDVP:Jitter(Abs),MDVP:RAP,MDVP:PPQ,Jitter:DDP,MDVP:Shimmer,MDVP:Shimmer(dB),Shimmer:APQ3,Shimmer:APQ5,MDVP:APQ,Shimmer:DDA,NHR,HNR,RPDE,DFA,spread1,spread2,D2,PPE
106.4299,257.6688,106.2499,0.0054,0.0001,0.0172,0.0089,0.0249,0.0984,0.1517,0.0322,0.0484,0.0372,0.0141,0.2189,27.3579,0.5709,0.7917,-4.0771,0.1455,3.0024,0.1395
161.6869,302.3612,197.8755,0.0062,0.0001,0.0123,0.007,0.0202,0.038,0.9299,0.0539,0.0495,0.1135,0.1394,0.1942,18.0871,0.3487,0.5952,-5.7724,0.2601,2.2481,0.1739
137.8648,301.3417,186.1133,0.0245,0.0001,0.019,0.0061,0.0319,0.0973,0.6993,0.0231,0.011,0.0961,0.055,0.256,12.8037,0.3255,0.6206,-6.4219,0.091,2.5147,0.1046
185.4999,567.3888,186.7589,0.0254,0.0001,0.0082,0.0132,0.0117,0.0766,0.514,0.0058,0.0137,0.1293,0.1578,0.2469,18.0077,0.6573,0.6947,-2.9744,0.247,1.8679,0.2406
183.2958,297.2908,163.4073,0.0172,0.0002,0.0162,0.0188,0.0195,0.017,1.0312,0.011,0.0185,0.0759,0.0176,0.3108,24.496,0.6512,0.7357,-4.3316,0.1461,3.2987,0.1106
162.7568,502.0199,111.1879,0.026,0.0002,0.0019,0.0188,0.0458,0.0125,0.6793,0.0313,0.0136,0.0667,0.1648,0.1286,22.8135,0.4754,0.6318,-2.8441,0.3933,3.0195,0.1889
218.7763,325.68,93.8392,0.0078,0.0003,0.0194,0.0018,0.0228,0.0593,0.9861,0.0395,0.0476,0.0304,0.059,0.1023,28.9845,0.3171,0.6484,-5.1508,0.1454,2.9449,0.3825
199.3833,301.983,184.0517,0.0065,0.0001,0.0079,0.0084,0.047,0.0848,0.9502,0.0432,0.0693,0.1077,0.1632,0.1181,22.3092,0.4819,0.7626,-2.7122,0.1646,3.5773,0.3854
213.8381,266.6017,117.7098,0.0097,0.0001,0.0086,0.0194,0.0445,0.1036,0.729,0.0483,0.055,0.1235,0.1065,0.0612,21.3047,0.2714,0.6991,-6.1414,0.4102,3.654,0.1923
188.7955,259.5469,153.1411,0.0305,0.0001,0.0147,0.0047,0.0413,0.1008,0.6171,0.0057,0.0625,0.0339,0.0563,0.1789,21.2101,0.4904,0.6788,-5.6986,0.2034,2.8494,0.2511
134.5379,501.7103,173.5721,0.0241,0.0001,0.0017,0.0188,0.008,0.0906,0.1022,0.0261,0.0706,0.0197,0.0691,0.1458,22.779,0.3896,0.624,-2.7287,0.3279,2.4704,0.2104
156.7116,347.1826,90.7063,0.0234,0.0,0.0008,0.0079,0.055,0.011,0.1358,0.0117,0.0514,0.0259,0.0229,0.0906,17.83,0.3587,0.7545,-5.5632,0.3871,2.9145,0.1319
121.9237,580.5068,167.9814,0.0139,0.0002,0.0193,0.0124,0.0284,0.0205,0.7184,0.0548,0.0499,0.0282,0.1651,0.0465,26.0169,0.3353,0.7088,-5.5553,0.2394,3.6292,0.4971
140.7265,449.7231,124.8832,0.0171,0.0002,0.0189,0.0171,0.0406,0.0766,0.3703,0.0124,0.0279,0.1145,0.0928,0.2809,9.2635,0.5128,0.6218,-6.1789,0.2102,2.2645,0.2444
94.2398,459.4149,110.5001,0.0162,0.0001,0.0127,0.0167,0.0642,0.0387,0.5109,0.0228,0.0664,0.0939,0.0147,0.1182,10.8085,0.5962,0.7642,-4.9179,0.1243,2.2414,0.1893
110.4638,316.308,113.4822,0.0287,0.0002,0.004,0.0163,0.0361,0.0814,0.9943,0.0545,0.0112,0.0201,0.0297,0.2641,20.93,0.5222,0.6619,-7.0852,0.1055,1.9462,0.3333
170.6388,429.4722,85.7038,0.028,0.0002,0.0034,0.0187,0.0434,0.0217,1.178,0.0471,0.0717,0.0502,0.0349,0.0066,18.4917,0.5698,0.6263,-6.186,0.3364,2.281,0.2797
184.2579,173.5282,167.9233,0.0287,0.0001,0.0185,0.007,0.0593,0.0267,1.2063,0.0324,0.0601,0.0335,0.0925,0.1571,10.6641,0.4523,0.819,-6.3919,0.1613,2.3748,0.171
191.3408,203.5032,87.3662,0.0326,0.0001,0.0042,0.0184,0.0309,0.0134,1.2201,0.0478,0.0626,0.102,0.0836,0.3095,15.5732,0.3972,0.8036,-6.1837,0.345,3.2196,0.1732
129.8134,314.6174,90.911,0.0205,0.0001,0.0207,0.0073,0.0453,0.1164,0.8986,0.0186,0.0275,0.0698,0.0589,0.1137,12.1527,0.4398,0.7972,-4.5202,0.1705,2.7119,0.1503
216.0179,425.7407,137.3647,0.0124,0.0001,0.018,0.0014,0.0152,0.0289,0.7989,0.0249,0.0125,0.0998,0.0842,0.1092,18.5628,0.5907,0.6937,-5.5885,0.3633,3.6634,0.2866
160.8858,246.2431,91.6105,0.018,0.0001,0.0144,0.018,0.0154,0.1046,1.1619,0.0484,0.0098,0.0111,0.1485,0.1759,18.3695,0.4781,0.7917,-5.3201,0.4338,2.3255,0.3031
151.6033,189.9889,178.6913,0.0106,0.0001,0.0139,0.0027,0.0549,0.0606,0.4809,0.0401,0.0593,0.1213,0.1625,0.2181,17.1465,0.6241,0.7739,-5.0036,0.3767,2.6231,0.2067
210.7522,557.4798,151.6527,0.0058,0.0003,0.0138,0.0013,0.0265,0.0142,0.6262,0.021,0.0525,0.0923,0.0367,0.1804,12.1289,0.3236,0.643,-5.3229,0.2201,2.4658,0.5174
151.596,265.3993,98.4545,0.0266,0.0002,0.0038,0.0049,0.0242,0.1056,0.5708,0.0504,0.0753,0.1307,0.0454,0.2651,27.8034,0.5471,0.758,-4.8332,0.4143,3.5117,0.2116
93.9337,194.3434,154.2154,0.0307,0.0002,0.0132,0.0048,0.013,0.0637,0.2278,0.0162,0.0651,0.046,0.0887,0.1448,27.8126,0.6657,0.7963,-3.8159,0.1738,2.303,0.2794
128.0236,232.7276,159.0454,0.0254,0.0002,0.0054,0.0081,0.0562,0.0575,0.7124,0.0531,0.0713,0.1223,0.0926,0.101,18.8956,0.6109,0.6954,-3.2446,0.2173,2.2757,0.3981
215.9434,518.3422,84.7696,0.0215,0.0,0.0102,0.0138,0.0513,0.0518,1.1975,0.0079,0.0738,0.0315,0.0648,0.0052,20.9909,0.3184,0.7362,-3.4473,0.2865,2.7838,0.3598
188.7891,516.623,137.509,0.0229,0.0001,0.0092,0.0114,0.0403,0.0827,0.9478,0.037,0.0239,0.0827,0.1013,0.1003,15.7305,0.5206,0.7175,-5.1326,0.3743,2.7951,0.4502
161.0894,582.2866,82.3745,0.0172,0.0001,0.0062,0.0131,0.0065,0.0299,0.6008,0.0466,0.0118,0.057,0.1497,0.2768,18.3097,0.5297,0.6521,-3.1566,0.3652,3.4646,0.2225
153.8712,576.7118,176.2911,0.0114,0.0002,0.004,0.0169,0.0426,0.0836,0.9195,0.0184,0.0446,0.1361,0.1349,0.1417,9.9515,0.432,0.6967,-6.9395,0.2522,2.6231,0.2829
103.112,240.2071,91.5466,0.0029,0.0002,0.0199,0.002,0.0133,0.0404,0.3827,0.033,0.0551,0.0861,0.1361,0.2566,24.05,0.6522,0.7464,-5.9322,0.3882,3.0017,0.249
93.0179,272.5878,108.0185,0.0079,0.0001,0.0164,0.0175,0.0312,0.0921,1.1177,0.0107,0.0209,0.0998,0.1,0.0823,25.6688,0.6388,0.8093,-4.9663,0.2237,2.1294,0.3694
174.5208,541.1024,79.648,0.0123,0.0002,0.0034,0.0018,0.0223,0.0574,0.3565,0.0426,0.0521,0.1237,0.0664,0.2291,20.1303,0.4499,0.6025,-5.6854,0.308,2.8843,0.468
167.5732,555.9235,111.8131,0.0138,0.0001,0.0209,0.0133,0.0539,0.0563,0.2044,0.0402,0.0422,0.0541,0.084,0.2359,12.7755,0.3217,0.6105,-6.8128,0.2901,2.2558,0.1262
115.0723,157.3795,94.2148,0.0072,0.0002,0.0113,0.0012,0.0641,0.0401,1.1406,0.0427,0.0601,0.0236,0.1227,0.2533,23.1857,0.3664,0.7782,-4.092,0.117,2.215,0.2737
153.5061,273.9119,197.6658,0.0309,0.0002,0.0111,0.0119,0.019,0.0843,0.6644,0.0112,0.0124,0.0739,0.1428,0.1607,19.5299,0.27,0.7717,-3.2862,0.2712,3.1476,0.1382
186.073,470.7632,114.6779,0.0191,0.0001,0.0037,0.0117,0.0588,0.0509,1.0306,0.0462,0.0267,0.0697,0.1275,0.0273,25.9629,0.4838,0.7385,-6.3596,0.4436,2.6972,0.4687
135.1816,368.2187,168.7633,0.0202,0.0002,0.0112,0.0147,0.0253,0.0978,1.0814,0.0382,0.0602,0.0116,0.0452,0.1157,17.2112,0.5345,0.7427,-7.0747,0.1073,1.7742,0.2583
120.1687,231.597,84.0928,0.0227,0.0002,0.0013,0.0013,0.0331,0.0621,0.319,0.0115,0.0415,0.0821,0.1604,0.1474,11.796,0.3747,0.6927,-6.5885,0.0648,3.5614,0.4215
99.0357,111.5384,148.0246,0.0279,0.0002,0.0022,0.0126,0.0144,0.0698,1.0898,0.0407,0.0322,0.0334,0.1455,0.1968,10.8969,0.3492,0.769,-3.5914,0.4122,1.9319,0.1587
166.65,485.378,156.6287,0.0022,0.0002,0.0196,0.0167,0.0622,0.0762,0.9804,0.0335,0.0238,0.117,0.105,0.2697,23.0504,0.5251,0.6546,-3.9133,0.1894,2.3647,0.1714
104.0106,520.9901,193.939,0.0148,0.0001,0.0187,0.0084,0.0618,0.0923,0.3805,0.0528,0.0751,0.0144,0.0653,0.0869,17.1468,0.5159,0.6311,-5.2083,0.0835,3.6691,0.4285
108.0908,442.6707,91.7242,0.0209,0.0001,0.0154,0.0027,0.0296,0.0748,0.2016,0.0155,0.0057,0.113,0.0984,0.2501,29.3193,0.3224,0.8161,-3.0189,0.204,3.3365,0.5153
162.3917,385.0201,102.9674,0.0272,0.0002,0.0121,0.0152,0.0351,0.0585,1.265,0.0493,0.0515,0.075,0.1315,0.1736,14.7378,0.6623,0.7487,-4.0472,0.1326,3.5832,0.3506
131.4474,255.397,143.0362,0.0252,0.0001,0.0103,0.0117,0.0224,0.1074,0.3765,0.0491,0.043,0.0168,0.0687,0.2511,11.2323,0.3391,0.5796,-3.3733,0.1551,2.5924,0.2182
97.6835,181.1536,180.4364,0.0175,0.0001,0.0111,0.0029,0.0346,0.0427,0.8231,0.0317,0.0393,0.0656,0.0216,0.0554,12.5523,0.4197,0.679,-4.4335,0.1973,3.6636,0.1653
205.4557,314.7381,80.1397,0.0031,0.0002,0.0201,0.0055,0.0409,0.0939,0.2514,0.0456,0.0464,0.1079,0.0646,0.0842,16.0614,0.655,0.6399,-6.9779,0.0964,3.5448,0.2152
202.2356,557.8633,182.9795,0.0321,0.0002,0.0164,0.0159,0.0402,0.0166,0.6771,0.0393,0.0216,0.079,0.136,0.2802,23.0014,0.6836,0.7306,-4.9673,0.125,1.7981,0.4507
115.0087,579.8549,115.0848,0.0189,0.0001,0.0082,0.0122,0.0166,0.0614,1.1099,0.0128,0.0135,0.101,0.0722,0.3132,18.0635,0.3211,0.7935,-4.9848,0.2421,1.9772,0.4767
210.2699,523.9268,109.5276,0.0291,0.0002,0.0184,0.002,0.0279,0.0416,0.8678,0.0052,0.0469,0.0779,0.1539,0.2324,23.1421,0.3971,0.8088,-4.048,0.2037,2.7215,0.3561
132.0672,132.2663,143.994,0.0164,0.0,0.0064,0.0102,0.0445,0.0904,1.2313,0.0243,0.059,0.0836,0.0597,0.1189,28.7875,0.5814,0.5946,-6.4232,0.4036,2.5979,0.4473
172.1063,484.4552,107.475,0.0319,0.0002,0.0161,0.0095,0.0355,0.0194,0.8434,0.0304,0.0465,0.057,0.0635,0.0542,22.3765,0.554,0.6956,-3.4277,0.1802,3.2651,0.4433
157.9037,321.2791,163.9889,0.0063,0.0001,0.0013,0.0169,0.0443,0.0415,0.9046,0.0516,0.0247,0.057,0.0664,0.2232,21.0101,0.3423,0.8193,-2.6439,0.0788,2.2837,0.2516
221.8031,412.0163,107.5435,0.0249,0.0001,0.0154,0.0102,0.0304,0.0756,1.0198,0.0517,0.041,0.0695,0.1337,0.017,29.64,0.6029,0.6958,-5.7702,0.1808,2.1155,0.179
187.1554,317.0765,121.58,0.026,0.0001,0.0175,0.0127,0.0537,0.1057,0.1583,0.0502,0.032,0.0577,0.0386,0.3011,22.8239,0.4719,0.765,-4.2664,0.2138,3.5375,0.3644
125.4764,161.3435,67.6764,0.0135,0.0002,0.0046,0.0172,0.052,0.0762,0.8305,0.0404,0.0632,0.0966,0.0224,0.0571,23.5964,0.6832,0.7534,-6.8588,0.0934,2.1075,0.1368
128.302,521.8975,98.3182,0.0054,0.0,0.0121,0.0139,0.025,0.0604,0.5322,0.0324,0.0512,0.1213,0.0748,0.0635,9.5826,0.5528,0.6335,-2.9296,0.2461,3.1274,0.1146
162.0888,450.3909,188.6411,0.0219,0.0,0.0036,0.0014,0.0358,0.0747,0.4614,0.0483,0.0413,0.0548,0.132,0.0987,28.8317,0.6028,0.597,-5.7519,0.2042,1.8289,0.3047
223.0713,308.3882,154.7712,0.0136,0.0001,0.0154,0.0131,0.0482,0.0207,1.0331,0.0389,0.0743,0.0379,0.0867,0.2069,27.3051,0.3523,0.6888,-3.7509,0.2972,2.1303,0.4849
197.5168,515.2289,155.9554,0.0278,0.0001,0.0077,0.0024,0.049,0.0913,0.5895,0.0267,0.0754,0.0868,0.1166,0.0661,24.2195,0.5062,0.8181,-3.0115,0.2242,2.6163,0.2755
144.0495,220.4289,115.6494,0.0072,0.0001,0.0171,0.0072,0.0395,0.0939,1.1278,0.0115,0.0555,0.0897,0.1438,0.1665,26.853,0.4373,0.7498,-3.6989,0.2939,2.0863,0.2073
222.1015,401.9948,101.1391,0.0185,0.0001,0.0021,0.0186,0.0276,0.0197,0.5858,0.0278,0.009,0.0429,0.028,0.1265,24.6504,0.466,0.6356,-6.9856,0.3044,2.7945,0.2132
175.2306,466.9919,118.3998,0.0034,0.0002,0.0195,0.0098,0.0417,0.0209,0.673,0.0507,0.008,0.0781,0.0953,0.0795,11.4566,0.486,0.6818,-5.2229,0.3501,2.9436,0.3083
97.0727,543.554,133.9794,0.0022,0.0001,0.0153,0.0179,0.0202,0.0842,0.2758,0.0202,0.076,0.0105,0.1588,0.1269,19.4781,0.3803,0.7714,-4.1671,0.121,2.4748,0.2065
93.2689,118.3622,155.7498,0.0247,0.0002,0.0013,0.0154,0.0414,0.0513,0.7511,0.0069,0.046,0.1346,0.1524,0.2141,24.9157,0.5372,0.6009,-6.0899,0.1076,3.1803,0.4726
219.5921,456.6131,74.6224,0.0055,0.0,0.002,0.0144,0.0273,0.0793,0.9261,0.043,0.0341,0.0305,0.15,0.1709,23.0612,0.3428,0.59,-2.7317,0.3565,3.459,0.4247
91.372,343.1866,185.7425,0.0147,0.0001,0.0161,0.0112,0.005,0.0969,0.2526,0.0421,0.026,0.1041,0.0363,0.27,25.3349,0.6327,0.8109,-6.8762,0.0936,3.6625,0.1607
164.9166,556.6905,104.1025,0.0132,0.0002,0.0142,0.0013,0.042,0.0258,0.9064,0.0171,0.0088,0.023,0.0711,0.0633,11.6065,0.5111,0.6906,-3.4603,0.3651,1.9777,0.4601
188.7721,341.3683,184.0827,0.0167,0.0002,0.0111,0.0026,0.0357,0.0977,0.3004,0.0263,0.0706,0.1267,0.0778,0.1653,16.3486,0.564,0.7464,-4.2632,0.3582,1.9888,0.4596
177.7612,472.7573,198.7153,0.0119,0.0002,0.0212,0.0017,0.0312,0.0721,0.3207,0.0139,0.0581,0.0275,0.0529,0.077,23.6509,0.6078,0.6831,-5.7665,0.3859,3.0269,0.3657
93.8195,174.6168,95.7235,0.0186,0.0002,0.0181,0.0186,0.0631,0.0641,1.1204,0.0304,0.0507,0.105,0.0541,0.1614,10.2523,0.6424,0.8212,-4.1836,0.0756,2.1544,0.203
111.7503,446.4053,163.8562,0.02,0.0,0.0112,0.0049,0.0118,0.0714,0.1998,0.0432,0.0629,0.0857,0.0389,0.1568,23.064,0.6819,0.8213,-5.6393,0.2589,3.39,0.4636
157.7438,146.1635,76.0389,0.0291,0.0001,0.0073,0.0015,0.0242,0.0582,0.9461,0.019,0.0313,0.1162,0.0627,0.1159,22.2414,0.4497,0.6381,-2.4534,0.314,3.1191,0.1071
207.7992,224.91,118.3365,0.0275,0.0001,0.0138,0.0111,0.0243,0.0843,0.1918,0.005,0.048,0.1137,0.0894,0.1147,28.4949,0.6682,0.6757,-3.1137,0.2203,2.9575,0.4137
205.0858,118.3457,154.0961,0.0246,0.0002,0.008,0.0052,0.0358,0.0819,0.4,0.0238,0.0376,0.028,0.1585,0.284,13.2252,0.5537,0.8208,-6.2011,0.19,3.3925,0.3185
140.8262,209.1572,104.1573,0.0125,0.0002,0.0156,0.0104,0.0128,0.0682,0.1457,0.0517,0.0379,0.1025,0.125,0.1898,9.3538,0.6416,0.7506,-6.6555,0.3517,3.3418,0.4113
190.9776,281.3807,130.2748,0.0143,0.0002,0.02,0.0067,0.0245,0.035,1.0538,0.0518,0.055,0.0642,0.0958,0.2922,24.4165,0.4942,0.7855,-6.206,0.1155,3.5694,0.429
207.1639,546.0872,74.363,0.0318,0.0002,0.0035,0.0192,0.0101,0.1044,0.2315,0.0154,0.0327,0.0439,0.1554,0.0519,10.8843,0.6715,0.7313,-6.6242,0.3559,3.6038,0.4109
158.9502,586.5946,196.9315,0.0177,0.0002,0.0058,0.0178,0.011,0.0946,0.7596,0.045,0.0734,0.1005,0.1551,0.1977,10.0303,0.6684,0.6749,-6.5539,0.4075,2.1717,0.192
129.8352,345.3267,159.9236,0.0204,0.0002,0.0091,0.0145,0.0047,0.099,0.2791,0.0087,0.0239,0.0905,0.1078,0.1543,18.4348,0.6157,0.6771,-6.5807,0.4287,3.4084,0.4949
111.7349,510.8448,103.6774,0.0288,0.0001,0.0184,0.0166,0.0625,0.0497,1.0584,0.0307,0.042,0.1318,0.1268,0.2899,17.1513,0.29,0.6377,-5.5782,0.4191,2.407,0.2702
91.6928,204.9344,140.299,0.0039,0.0001,0.0012,0.0084,0.0554,0.0512,0.7025,0.0069,0.0382,0.0962,0.0528,0.0629,10.5789,0.6423,0.7534,-2.5098,0.3695,1.9001,0.4368
89.7773,145.5424,95.4731,0.0163,0.0003,0.0126,0.0183,0.0487,0.1025,0.4686,0.0317,0.0212,0.0755,0.0266,0.1763,9.4185,0.4292,0.6842,-2.5878,0.2106,1.822,0.3489
126.3116,292.761,99.1403,0.0142,0.0001,0.0035,0.015,0.0042,0.1101,1.0977,0.0303,0.0085,0.0921,0.0887,0.1222,10.0971,0.6612,0.7397,-5.1361,0.2725,2.1245,0.186
157.328,253.1108,186.078,0.0237,0.0,0.0179,0.0059,0.0345,0.1189,0.2152,0.0161,0.0179,0.023,0.0691,0.2745,13.9068,0.2922,0.7194,-6.2241,0.088,2.1013,0.0954
116.8197,322.4663,88.9571,0.0308,0.0002,0.0043,0.0081,0.0535,0.0366,0.1296,0.0406,0.0673,0.0546,0.0587,0.3055,8.7636,0.5305,0.7978,-3.6582,0.4065,2.2911,0.3259
111.3393,505.2482,119.8191,0.0193,0.0001,0.0077,0.0015,0.0279,0.0553,0.1141,0.0184,0.0765,0.1252,0.0836,0.2696,19.9525,0.5378,0.7508,-3.8471,0.3568,2.5881,0.4442
213.2098,587.4908,125.5355,0.0256,0.0002,0.0177,0.0156,0.0413,0.0337,0.5734,0.0546,0.0618,0.0133,0.1039,0.2631,18.3237,0.5746,0.8175,-6.3228,0.2767,2.068,0.5085
211.9687,567.1182,184.4796,0.033,0.0002,0.0023,0.0094,0.0047,0.0647,0.4296,0.015,0.0119,0.0586,0.0654,0.1872,9.6902,0.2988,0.6881,-5.7765,0.1639,2.3794,0.3667
153.6642,204.2921,118.9586,0.0059,0.0001,0.0037,0.0193,0.0206,0.0133,1.1929,0.0259,0.0717,0.1354,0.0819,0.1718,15.9986,0.324,0.7012,-2.8588,0.3836,3.3639,0.2793
201.244,202.8859,110.7841,0.0065,0.0001,0.0068,0.018,0.0124,0.0725,1.0007,0.0551,0.0137,0.0172,0.0529,0.2044,22.4962,0.6163,0.6395,-6.5506,0.2542,2.8901,0.5264
217.3372,130.146,192.2397,0.0099,0.0,0.0096,0.0058,0.0525,0.0557,0.5551,0.0459,0.031,0.0191,0.0845,0.213,8.8701,0.4568,0.5771,-2.966,0.2888,3.1943,0.1568
101.0501,200.66,186.809,0.0213,0.0002,0.0144,0.0107,0.0299,0.0152,1.1249,0.017,0.0071,0.0741,0.1471,0.2222,22.8226,0.4212,0.604,-6.4518,0.1815,2.9193,0.1028
106.1816,120.181,99.2171,0.0063,0.0001,0.0087,0.0155,0.004,0.0915,0.2075,0.0314,0.0313,0.0911,0.0368,0.0632,10.8331,0.4792,0.6338,-2.6659,0.2243,2.0113,0.2963
215.7166,486.7729,144.0082,0.0295,0.0002,0.0193,0.0103,0.0143,0.0415,0.3099,0.022,0.0763,0.0492,0.0446,0.2442,20.2023,0.5726,0.6821,-5.7478,0.2155,3.2997,0.4883
105.0347,369.0052,85.9756,0.0107,0.0,0.0128,0.005,0.046,0.0479,0.3635,0.0178,0.0555,0.053,0.0895,0.2095,14.6474,0.2721,0.6394,-2.6274,0.3689,2.0793,0.3015
192.7318,214.4831,190.1247,0.0058,0.0002,0.0122,0.008,0.0152,0.0508,1.2232,0.0328,0.0382,0.1078,0.0753,0.0269,9.8434,0.5866,0.7714,-5.0289,0.2735,3.5546,0.4804
128.9068,159.4526,100.9542,0.0108,0.0,0.0196,0.0153,0.063,0.0977,0.7351,0.0328,0.0719,0.0653,0.1422,0.2686,22.0583,0.6482,0.6036,-5.5705,0.2001,1.924,0.364
106.4845,390.2805,95.9723,0.027,0.0002,0.0126,0.0172,0.061,0.0224,1.1489,0.0563,0.0508,0.0955,0.0356,0.0812,26.4141,0.453,0.7491,-2.5751,0.1946,3.2794,0.2882
118.8254,373.4813,68.4248,0.0117,0.0001,0.0141,0.0127,0.0031,0.1044,0.9867,0.0198,0.0187,0.052,0.0619,0.2435,23.9581,0.6847,0.7551,-6.7823,0.2291,2.751,0.4275
188.3185,527.3271,191.655,0.031,0.0001,0.0013,0.0183,0.0374,0.059,0.3862,0.0247,0.0536,0.0591,0.0759,0.0868,21.0116,0.3607,0.8036,-4.8965,0.1297,1.8159,0.1139
122.8956,364.8322,85.5624,0.0194,0.0001,0.0135,0.0194,0.06,0.1023,1.0731,0.0048,0.0071,0.0272,0.1679,0.2602,11.8029,0.5543,0.6717,-4.2811,0.4288,2.9166,0.5044
184.7542,409.3185,108.0222,0.022,0.0001,0.0142,0.0157,0.0463,0.0306,0.1346,0.014,0.0316,0.132,0.1578,0.0113,24.0388,0.6821,0.5849,-6.2894,0.3332,3.6572,0.2116
124.0485,462.4992,73.0762,0.0258,0.0001,0.0128,0.0174,0.0391,0.0757,1.2754,0.0516,0.0715,0.0788,0.0984,0.2784,14.4572,0.5534,0.6353,-5.1167,0.1943,2.312,0.4295
117.9114,343.0706,134.6283,0.0267,0.0001,0.011,0.0011,0.0481,0.0171,0.9544,0.0431,0.0621,0.1063,0.0222,0.2117,24.0193,0.4216,0.7339,-6.7677,0.0844,2.8374,0.5082
153.9095,541.6903,84.2846,0.0196,0.0001,0.0149,0.0124,0.027,0.0451,1.1138,0.0561,0.0715,0.1311,0.0697,0.172,26.6426,0.4654,0.8242,-4.9439,0.4415,2.2743,0.4816
150.2602,396.3259,170.9934,0.0212,0.0001,0.0142,0.0183,0.0384,0.1124,1.2825,0.0311,0.0473,0.0137,0.0529,0.054,20.1861,0.5239,0.7571,-6.075,0.1409,1.8771,0.4735
89.5701,479.211,77.2372,0.0109,0.0002,0.0209,0.0161,0.007,0.1058,0.4757,0.0421,0.0238,0.046,0.1285,0.1361,23.5946,0.4909,0.7235,-5.2384,0.4472,2.5675,0.2361
192.5275,114.0865,100.9334,0.0117,0.0001,0.0169,0.013,0.0574,0.0588,1.0408,0.0398,0.0281,0.0763,0.0345,0.0346,25.5915,0.3411,0.7408,-5.7345,0.3683,2.5465,0.233
97.4731,274.1407,158.5984,0.0319,0.0001,0.0078,0.0069,0.016,0.0431,1.2757,0.0075,0.0314,0.0454,0.0455,0.1279,22.3139,0.4843,0.6131,-5.9009,0.3283,2.7538,0.259
100.4142,248.0129,114.1215,0.0306,0.0001,0.0133,0.0103,0.0072,0.0428,0.8897,0.0461,0.0349,0.1278,0.0782,0.27,27.3491,0.6139,0.7233,-5.0757,0.1449,3.0494,0.2223
128.8636,505.2802,104.8201,0.0026,0.0002,0.0052,0.0132,0.0066,0.017,0.3334,0.0216,0.0766,0.1068,0.1339,0.1321,26.9917,0.5563,0.7173,-4.3009,0.3871,2.1029,0.4063
215.3156,406.8516,70.4713,0.015,0.0001,0.0175,0.0131,0.0176,0.0984,1.1932,0.0489,0.0575,0.1105,0.1095,0.3075,18.6471,0.5357,0.6446,-6.7303,0.2599,3.275,0.401
144.1765,309.2293,169.6482,0.0201,0.0002,0.0016,0.0147,0.0476,0.1158,1.1962,0.0531,0.0504,0.1296,0.0375,0.1367,29.7496,0.4292,0.7359,-5.4972,0.1868,2.3275,0.4071
209.3456,157.2905,188.5583,0.0092,0.0002,0.0184,0.0058,0.0451,0.0149,0.2702,0.0074,0.0384,0.0923,0.0284,0.0939,9.941,0.328,0.8004,-4.0531,0.2164,3.0052,0.1359
155.7717,244.7124,148.6035,0.0083,0.0002,0.0025,0.0194,0.0452,0.0489,1.2533,0.0518,0.0373,0.0545,0.0376,0.1463,18.5543,0.2794,0.6344,-2.5474,0.2936,1.8939,0.4321
105.4744,366.4622,150.9816,0.0276,0.0001,0.0055,0.0192,0.0093,0.0908,1.0461,0.055,0.0259,0.029,0.0185,0.0565,10.7484,0.4706,0.6625,-4.5277,0.1017,2.5654,0.3998
94.7586,416.3487,135.4368,0.0026,0.0001,0.0152,0.0055,0.0174,0.0758,0.5322,0.0366,0.0417,0.0434,0.1088,0.0445,21.6566,0.3728,0.7349,-2.9576,0.3911,3.5849,0.3956
162.8983,310.7248,140.9473,0.0298,0.0,0.0033,0.0125,0.0134,0.0376,0.4728,0.0444,0.0168,0.0619,0.0865,0.1275,22.9076,0.4966,0.6114,-3.7952,0.3642,3.3613,0.3003
154.604,409.1594,195.7585,0.0043,0.0002,0.0187,0.0168,0.015,0.0505,0.1857,0.0055,0.0298,0.0706,0.0935,0.2023,26.9874,0.6009,0.7677,-5.3622,0.157,3.0564,0.4541
204.8024,491.8115,156.9711,0.0106,0.0002,0.0208,0.0153,0.0388,0.0476,1.0686,0.0078,0.0422,0.0499,0.0594,0.2944,9.5046,0.6343,0.7645,-4.648,0.331,1.8893,0.3299
129.2766,425.6044,161.1905,0.0271,0.0002,0.0194,0.019,0.0637,0.0261,0.9484,0.0332,0.0267,0.0195,0.0166,0.1573,29.3238,0.4377,0.6119,-4.7025,0.3673,3.0295,0.308
129.5522,355.4865,153.6479,0.0287,0.0001,0.0134,0.0084,0.0356,0.0784,0.1296,0.0564,0.0306,0.0842,0.1665,0.0897,11.9622,0.2987,0.7092,-7.1178,0.3734,3.1414,0.1211
115.841,488.5189,186.8681,0.0082,0.0001,0.0199,0.0177,0.0603,0.0278,0.6881,0.0387,0.0737,0.1122,0.1631,0.1303,19.7201,0.294,0.6373,-6.7279,0.1837,2.2383,0.4448
219.705,452.4173,157.8693,0.0096,0.0001,0.0027,0.0195,0.0209,0.1122,0.629,0.0173,0.046,0.0627,0.0321,0.0559,11.4597,0.2731,0.596,-6.7771,0.3728,3.4183,0.1961
